@id,accessibility,amenity,boundary_type:Ward_boundary,building:levels,building:material,building:roof,contact:address,contact:phone,education:curriculum,education:exam_center,education:extra_drama,education:extra_music,education:extra_scouts,education:extra_sports,education:fees,education:gender_type,education:government_registered,education:management_committee,education:program_counselling,education:program_feeding,education:program_sanitary_towel,education:pta,education:students,education:teachers,education:teachers_female,education:teachers_male,education:teachers_trained,education:tsc_employed,education:type,electricity:operational_status,image:classroom,image:compound,image:other,image:outside,is_in:constituency,is_in:estate,is_in:ward,name,official_name,operational_status:electricity,operator:name,operator:type,place:village,polling_station:accessibility,polling_station:election_year,polling_station:nearest_health_centre,polling_station:nearest_police_station,polling_station:registered_voters,polling_station:source,polling_station:type_description,toilet:present,lon,lat,contact:email,education:fees_level4,education:fees_level5,education:program_orphans,education:student_age_range,education:students_female,education:students_male,opening_hours,education:boarding,education:fees_level1,education:fees_level2,education:fees_level3,education:program_counseling,education:program_other,education:program_special_needs,education:program_sports,education:staff_female,education:staff_male,media:video_device_number,media:video_number,operational_status,education:fees_optional,education:school_head,image,is_in:village,operator:description,polling_station:type,education:description,education:fees_sponsored,source,education:exam_affiliate,education:teachers_untrained,education:fees_level6,media:camera_device_number,media:camera_number,education:program_scouting,education:program_description,education:extra_other,education:student_female,education:student_male,education:program_computers,description,station:type_description,education:teachers_tsc,designation,security:gbv_support,toilet:arranged_name,education:program_specialneeds,boundary_type:Constituency_boundary,polling_station:election_year_2,registered_voters,building,fee,operational_status_2,education:fee,toilets:for:female,toilets:for:male,toilets:for:teacher,toilets:handwashing,education:bom_employed,education:male,toilets,education:committees,health_facility:referals,medical_service:psychosocial_support_counselling,medical_staff:counsellor,medical_staff:description,note,contact:website,addr:postcode,education:fee_level,website,operator,education:accessibility,education:management_commitee,education:program_WASH,education:program_handwashing,education:program_rain,education:student_disable,safe_place:acessible,safe_place:compound,safe_place:protected/secure,safe_place:school,security:description,social_facility,education:nemis_code,image:sign_post,toilet:female,toilet:handwashing,toilet:male,toilet:teachers,water:source,Music,building:classrooms,education:fees_admission,education:fees_exam,education:fees_lunch,education:fees_per_year,education:fees_trip,education:government_grants,education:operate_as,toilets:female,toilets:male,toilets:teachers
node/612007820,foot,school,,,mud,ironsheets,P.O Box 47347,0713716588,8_4_4,yes,,,yes,,7200,mixed,mgcsd,,,yes,yes,,228,10,3,7,,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Kisumu%20Ndogo%20Day%20Nursery%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Kisumu%20Ndogo%20Day%20Nursery%20School/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Kisumu%20Ndogo%20Day%20Nursery%20School/sign%20post.JPG,,,,Kisumu Ndogo Primary School,KISUMU NDOGO PRI SCH,never,Kisumu Ndogo CBO,cbo,Kisumu Ndogo,,,,,,,,yes,36.7888624,-1.3137782,,1400 per term,1400 per term,yes,3-15yrs,118,110,07:30-16:10,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612008370,big_vehicles,school,,2,cement_block,ironsheets,"P O Box 101826-00100,Nairobi",0721924850,8_4_4,yes,yes,yes,yes,yes,9000,mixed,mgcsd,yes,yes,ngo,,yes,204,11,4,7,7,5,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Christine%20Educational%20Center/classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/St.%20Christine%20Educational%20Center/compound.JPG,,,,,,St Christine,,,St. Christine Community Centre,cbo,Raila,,,,,,,,yes,36.7770397,-1.3172201,stchristine2010@yahoo.com,,,,4-16yrs,110,94,08:00-17:00,,,,,,,,,,,,,,2200,Daniel Ochieng,,,,,,,,,,,,,,,"Clubs-environmental, rights club, acrobatics, debates, christian union.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612008379,foot,school,,0,ironsheets,ironsheets,P O Box 4669-00100 Nairobi,0710643156,8_4_4,,,,,,2700,mixed,mgcsd,yes,yes,from sch fees,,yes,30,10,6,4,6,,pre_primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Lind%20Friends%20School%20Baby%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Lind%20Friends%20School%20Baby%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Lind%20Friends%20School%20Baby%20School/building.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Lind%20Friends%20School%20Baby%20School/sign%20post.JPG,,,,Lindi Friends School,,sometimes,Friends Church,religious,Lindi,,,,,,,,yes,36.7909977,-1.3146802,friendsschlkibera@gmail.com,,,yes,6-14yrs,,,Mo-Fr 07:00-17:00,,,,,yes,,,yes,2,2,,,operational,,,,,,,,,,,4,,,,,,,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612008500,big_vehicles,school,,0,cement_block,ironsheets,"P O Box 5537-00100, Nairobi",0724852688,8_4_4,,,,,,15000,mixed,mgcsd,yes,,fees,,yes,300,8,7,1,8,1,pre_primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Tenderlings%20School/IMG_0209.JPG,,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Tenderlings%20School/IMG_0213.JPG,,,,Tenderlings School,,always,Phellestus Jesca Mandela,private,Ayany,,,,,,,,yes,36.7762577,-1.3085809,tenderlingschool@yahoo.com,,,,2.5-6yrs,200,100,07:30-15:30,,,,,,,yes,yes,4,4,,,operational,,Phellestus Jesica Mandela,,,Run by individual,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612008568,foot,school,,0,ironsheets,ironsheets,,,8_4_4,yes,,,,,5400,mixed,mgcsd,yes,,fees,,,95,3,3,0,3,,pre_primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/St.%20Bakhita%20Laini%20Saba/class.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/St.%20Bakhita%20Laini%20Saba/gate.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/St.%20Bakhita%20Laini%20Saba/building.JPG,,,,St. Bakhita Pre-School-Soweto,,always,Catholic Church Soweto East,religious,Soweto East,,,,,,,,yes,36.7978307,-1.3132458,,,,,1-5years,39,47,Mo-Fr 08:00-15:00,,,,,,,,,2,,,,operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612008576,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 40967 -00100, Nairobi",0723600514,8_4_4,,,,yes,yes,,mixed,mgcsd,yes,yes,other,yes,yes,223,15,9,6,5,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Victory%20Hope%20Children%20Center/kids.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Victory%20Hope%20Children%20Center/compound.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Victory%20Hope%20Children%20Center/class.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Victory%20Hope%20Children%20Center/sign%20post.jpg,,,,Victory Hope Community Centre,VICTORIA HOPE CHILDREN CENTRE PRI SCH,sometimes,Victory Hope Community Centre,cbo,Soweto East,,,,,,,,yes,36.8023282,-1.3158218,,5850,6300,,3-15yrs,110,113,Mo-Fr 08:00-16:00,no,5400,5400,5400,,,,yes,2,1,,,operational,,,,,,,,,,Kibera Soweto School,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612008715,,school,,,,,,,,,,,,,2250,mixed,,,,yes,,,58,4,2,2,3,,pre_primary,,,,,,,,,Charity Nursery School,,often,,private,Karanja,,,,,,,,,36.7846634,-1.3114235,,,,yes,3-6yrs,,,08:00-15:00,,,,,yes,,,,1,1,,,operational,,,,,No information was given,,,,Map Kibera Trust,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612008764,foot,school,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,primary,,,,,,,,,Brothers Missionery Primary School,,always,,religious,Kianda,,,,,,,,,36.7728971,-1.3104398,,,,yes,7-15yrs,,,08:00-17:00,,,,,yes,,,yes,3,2,,,operational,,,,,No information was given,,,,Map Kibera Trust,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612008786,foot,school,,0,cement_block,ironsheets,"P O Box 3769 -00100, Nairobi","0721 44 85 28, 0727 969723, 0724964739",8_4_4,,,,,,3000,mixed,mgcsd,yes,,fees,,yes,251,10,6,4,7,,pre_primary,sometimes,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Zelyn%20Academy/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Zelyn%20Academy/compound%202.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Zelyn%20Academy/building.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Zelyn%20Academy/gate.JPG,,,,Zelyn Pre-School Academy,,never,Zelyn Community Based Organisation,cbo,Silanga,,,,,,,,yes,36.7984839,-1.3172255,academyzelyn@yahoo.com,,,yes,4-12yrs,132,119,Mo-Fr 06:30-18:00,,,,,,,,yes,1,,,,operational,,,,,,,,,,Sloam; Shadrack_kimallel,3,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612008903,foot,school,,1,ironsheets,ironsheets,,0724385517,8_4_4,,,,,,2700,mixed,mgcsd,,,fees,,yes,40,4,3,1,3,,primary,never,,,,,,,,Ujamaa Community Primary School,,never,Ujamaa CBO,ngo,Lindi,,,,,,,,yes,36.7924852,-1.3163609,ujamaacounty@yahoo.com,,,yes,3-14yrs,,,Mo-Fr 07:00-15:00,,,,,yes,,,,,,,,operational,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612009018,big_vehicles,school,,1,ironsheets,ironsheets,P.O Box 19422-00200/ P.O Box29816-00200,0701585051,8_4_4,yes,yes,yes,yes,yes,7500,mixed,mgcsd,yes,yes,yes,yes,yes,350,13,8,5,,,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Calvary%20Educational%20Center/Classroom%20(high%20skul).JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Calvary%20Educational%20Center/Compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Calvary%20Educational%20Center/Sign.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Calvary%20Educational%20Center/Establishment.JPG,,,,Calvary Educational Centre,,,Calvary Evangelical Church,religious,Makina,,,,,,,,yes,36.7895146,-1.3084288,timothymulei@hotmail.com,7500,7500,,,195,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612009037,foot,school,,0,mud,ironsheets,"P O Box 8383 - 00300, Nairobi",0725 63 55 21,8_4_4,,yes,yes,,yes,900,mixed,mgcsd,yes,yes,fees,yes,yes,869,16,10,6,5,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/St.%20John%20Primary%20School/class%201.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/St.%20John%20Primary%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/St.%20Bakhita%20Laini%20Saba/gate.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/St.%20John%20Primary%20School/building%202.JPG,,,,St. John Community School,ST JOHN SCH KIBREA PRI,never,St John Community S H G,cbo,Silanga,,,,,,,,yes,36.7961312,-1.3183716,josiahmunyutu@yahoo.com,,,yes,3-16yrs,429,440,Mo-Fr 08:30-16:00,,,,,yes,,,yes,2,2,,,operational,,,,,,,,,,Kisumu Ndogo,11,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612009057,foot,school,,1,ironsheets,ironsheets,"P O Box 20831 -00202, Nairobi","0708963156, 0720814411",8_4_4,yes,yes,yes,,yes,19000,mixed,moe,yes,yes,fees,yes,yes,120,10,2,8,8,,secondary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Soweto%20Baptist%20High%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Soweto%20Baptist%20High%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Soweto%20Baptist%20High%20School/empty%20class.JPG,,,,,Soweto Baptist High School,SOWETO BAPTIST HGH SCH,never,Baptist Church,religious,Silanga,,,,,,,,yes,36.8000285,-1.3167449,sowetobaptisthighsch@yahoo.com,,,,14-18yrs,70,50,Mo-Fr 07:00-17:00,,,,,yes,Boarding for girls,,yes,,1,,,operational,,Sandra Emasit,,,Only girls from unprevilaged background are boarding,,,,,,5,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612009188,big_vehicles,school,,0,ironsheets,ironsheets,"P O Box 823-00300, Nairobi",0725923038,8_4_4,no,,,no,yes,0,mixed,mgcsd,yes,,sponsored,,yes,15,2,1,1,2,0,pre_primary,never,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Care%20High%20Way%20International%20Little%20School/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Care%20High%20Way%20International%20Little%20School/building.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Care%20High%20Way%20International%20Little%20School/gate.JPG,,,,Care Highway Little School,,never,Care Highway International Humanitarian Aid,cbo,Olympic,,,,,,,,yes,36.7788314,-1.3151491,kenya@carehighway.org,,,yes,4-6yrs,9,6,07:00-17:00,,,,,yes,,,yes,,,,,operational,,,,,Run by an NGO,,,yes,,,,,01,"30,31.32,33,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612009191,big_vehicles,school,,0,ironsheets,ironsheets,"P 0 Box 3827-00100, Nairobi",0707839454,8_4_4,yes,yes,yes,yes,yes,,mixed,yes,yes,,fees,,yes,332,12,6,6,12,0,primary,always,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Red%20Rose%20Nursery%20School%20And%20Children%20Center/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Red%20Rose%20Nursery%20School%20And%20Children%20Center/gate.JPG,,,,Red Rose Children Center,REDROSE ACADEMY,always,Jonn Paul,cbo,Olympic,,,,,,,,yes,36.7772304,-1.3123809,redrosechildren@gmail.com,18900,19800,yes,31/2-14yrs,172,160,07:30-16:30,,,,,,,,,,,,,operational,,John Paul,,,Run by an individual,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612009192,,school,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,vocational,,,,,,,,,Berith Bible College,,,,religious,Olympic,,,,,,,,,36.777227,-1.3119792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map Kibera Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612009243,big_vehicles,school,,,ironsheets,ironsheets,P.O Box 37815,0725763324,8_4_4,yes,yes,yes,yes,yes,,mixed,mgcsd,yes,yes,yes,yes,,300,10,6,4,,,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Makina%20Self%20Help%20School/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Makina%20Self%20Help%20School/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Makina%20Self%20Help%20School/sign.JPG,,,,Makina Self Help School,,often,Makina Self Help Group,private,Makina,big_cars,,,,,,private_school,yes,36.7901177,-1.3076016,juswambua@gmail.com,3600,3900,,,142,158,,,,,,,,,,,,,,,,,,,,,,,map_kibera_trust,,,,,,,,,,,,,Self Help organisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/612011358,small_cars,school,,0,ironsheets,ironsheets,"P O Box 66958 00200, Nairobi",0713255965,8_4_4,yes,yes,yes,yes,yes,25000,mixed,moe,yes,yes,sponsored,,yes,223,11,4,7,3,,secondary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Glory%20Secondary%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Glory%20Secondary%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Glory%20Primary%20School/building.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Glory%20Secondary%20School/gate.JPG,,,,Kibera Glory Secondary School,GLORY SEC. SCH.,often,Glory Church,religious,Laini Saba,,,,,,,,yes,36.7957903,-1.3118843,kiberraglorysecondary@gmail.com,,,,15-20yrs,104,119,Mo-Fr 07:00-17:00,,,,,yes,,,yes,1,3,,,operational,,,,,,,,,,,6,,2,8,yes,,,,,yes,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/662794312,foot,school,,0,mud,ironsheets,"P O Box 76392 -00508, Nairobi",0713773278,8_4_4,,,,,yes,0,mixed,mgcsd,yes,yes,fees,,yes,32,6,5,1,6,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Chemi%20Chemi%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Chemi%20Chemi%20School/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Chemi%20Chemi%20School/building.JPG,,,,Chemichemi Ya Tumaini,,,Chemichemi Ya Tumaini,ngo,Mashimoni,,,,,,,,yes,36.7926348,-1.3114729,,,,,,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/712877069,foot,school,,1,ironsheets,ironsheets,"P O Box 7083 00200, Nairobi",0722373376,other,,,,,,3700,mixed,mgcsd,,,no,,,7,2,1,1,2,,vocational,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kibera%20Slum%20Educational%20Project/computer%20class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kibera%20Slum%20Educational%20Project/corridor.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kibera%20Pefa%20Academy/sign%20post.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kibera%20Slum%20Educational%20Project/sign%20pst.JPG,,,,Kibera Slum Educational Program,,,Kibera Slum Educational Program,ngo,Laini Saba,,,,,,,,yes,36.7933321,-1.3110029,kisepk@yahoo.com,,,,,7,,08:00-16:00,,,,,,,,,,,8,3,operational,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/712907767,foot,school,,1,ironsheets,ironsheets,"P O Box 8109, Nairobi",0725 088020,8_4_4,no,,,,yes,2700,mixed,mgcsd,yes,yes,no,yes,yes,346,11,6,5,1,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Saviour%20King%20Educational%20Center/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Saviour%20King%20Educational%20Center/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Saviour%20King%20Educational%20Center/sign%20post.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Saviour%20King%20Educational%20Center/gate.JPG,,,,Saviour King Education Centre,,often,Garden of Eden,cbo,Lindi,,,,,,,,yes,36.790294,-1.314497,,,,yes,3-14yrs,180,166,,,,,,yes,,,yes,3,2,8,13,operational,exam_30_exam,,,,,,,,,M O C Primary,3,,,,yes,,,180,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/748777107,big_vehicles,school,,,ironsheets,ironsheets,,0710619781,8_4_4,,yes,yes,yes,no,4500,mixed,mgcsd,yes,,yes,,yes,30,2,2,,,,pre_primary,always,,,,,,,,New Joy Centre,,never,New Joy,cbo,Kambi Muru,,,,,,,,arranged,36.7888659,-1.3106348,,,,,4-7yrs,16,14,07:00-15:00,,4500,4500,4500,,,,,,,03,18,operational,,,,,,,,,,,1,,,,,,,,,,,,,,,Plot toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/748777109,,school,,,,,,,,,,,,,400 per month,,,,,,,,80,3,3,,1,,pre_primary,,,,,,,,,Pracious Children Centre,,never,,private,,,,,,,,,,36.7880001,-1.311171,,,,,3-8yrs,48,32,07:30-15:00,,,,,yes,,,,,,03,15,operational,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
